Entrez	Symbol	L_waltii	L_thermotolerans	L_kluyveri	E_cymbalariae	E_gossypii	K_lactis	T_delbrueckii	Z_rouxii	S_cerevisiae	S_mikatae	S_kudriavzevii	S_bayanus	C_glabrata	K_africana	K_naganishii	N_castellii	N_dairenensis	T_blattae	T_phaffii	V_polyspora
1385	YLR119W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1386	YGR211W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1387	YIR007W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1388	YER015W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1389	YPL018W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1390	YDR205W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1391	YCR033W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1392	YOL094C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1393	YBR214W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1394	YDR135C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1395	YER109C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1396	YJL066C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1397	YDR073W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1398	YBR195C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1399	YOR001W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1400	YGR187C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1401	YOL041C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1402	YHR154W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1403	YLR173W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1404	YJR123W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1405	YGR216C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1406	YKL053C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1407	YDR113C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1408	YGL134W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1409	YDR088C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1410	YGR166W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1411	YKL080W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1412	YKL073W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1413	YDR389W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1414	YDR103W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1415	YDL098C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1416	YGR127W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1417	YBR151W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1418	YER022W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1419	YMR133W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1420	YBR202W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1421	YAL043C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1422	YGL017W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1423	YFL040W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1424	YNR043W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1425	YEL005C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1426	YJR099W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1427	YML015C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1428	YKR008W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1429	YGL014W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1430	YOR373W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1431	YJL005W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1432	YPL047W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1433	YJL123C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1434	YGR024C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1435	YDR028C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1436	YGL130W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1437	YBR097W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1438	YDR192C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1439	YPL208W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1440	YKL002W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1441	YOR358W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1442	YPR089W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1443	YLR418C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1444	YAL016W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1445	YGL066W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1446	YMR043W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1447	YGR217W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1448	YOL040C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1449	YLR320W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1450	YPR084W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1451	YGL173C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1452	YML006C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1453	YPL133C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1454	YPL125W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1455	YHR002W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1456	YNL158W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1457	YNL035C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1458	YER034W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1459	YBR159W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1460	YKL212W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1461	YIL064W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1462	YML069W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1463	YJL049W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1464	YKL091C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1465	YJL164C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1466	YMR268C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1467	YOL055C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1468	YCR008W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1469	YGR239C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1470	YMR091C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1471	YDR129C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1472	YOR064C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1473	YDR309C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1474	YGL233W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1475	YBL087C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1476	YAL009W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1477	YBL061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1478	YNL100W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1479	YNL242W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1480	YOR144C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1481	YBL057C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1482	YER038C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1483	YLR380W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1484	YGL061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1485	YMR129W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1486	YBR217W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1487	YGL244W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1488	YHR164C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1489	YER030W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1490	YJL137C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1491	YDR333C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1492	YNL155W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1493	YBR267W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1494	YDR505C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1495	YGL151W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1496	YMR128W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1497	YGR037C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1498	YNL072W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1499	YER180C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	YDR197W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1501	YCR059C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1502	YER122C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1503	YEL051W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1504	YOR275C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1505	YLR425W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1506	YPR114W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1507	YGL111W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1508	YDR138W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1509	YNL299W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1510	YPL013C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1511	YAL019W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1512	YPR049C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1513	YDL097C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1514	YBL041W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1515	YGL123W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1516	YNL221C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1517	YPL042C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1518	YOR254C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1519	YCR084C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1520	YGL167C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1521	YCL029C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1522	YLR370C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1523	YOR344C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1524	YPL211W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1525	YLR397C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1526	YJR135C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1527	YDR308C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1528	YLR321C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1529	YLR256W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1530	YER130C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1531	YKL125W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1532	YNL080C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1533	YDR050C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1534	YJR118C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1535	YDR407C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1536	YMR119W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1537	YDL220C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1538	YGL205W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1539	YDL079C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1540	YPL207W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1541	YPL243W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1542	YLR319C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1543	YBR162C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1544	YDR246W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1545	YNL119W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1546	YHR187W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1547	YPR025C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1548	YKL065C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1549	YKL206C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1550	YDR093W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1551	YLR268W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1552	YMR311C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1553	YLR047C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1554	YBL079W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1555	YGR134W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1556	YOR276W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1557	YMR246W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1558	YIR005W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1559	YDL193W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1560	YPL237W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1561	YDR247W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1562	YHR190W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1563	YDR143C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1564	YGL133W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1565	YDR437W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1566	YJL035C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1567	YCL038C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1568	YOR204W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1569	YOR188W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1570	YOL052C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1571	YJL029C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1572	YDL159W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1573	YNL086W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1574	YPR095C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1575	YBL051C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1576	YCR030C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1577	YKL122C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1578	YFR003C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1579	YMR300C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1580	YCR057C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1581	YCR047C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1582	YJR007W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1583	YOR213C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1584	YMR223W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1585	YBR118W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1586	YOR223W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1587	YDL215C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1588	YCR017C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1589	YFR048W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1590	YBL085W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1591	YMR304W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1592	YDR432W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1593	YIL149C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1594	YGL011C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1595	YLR263W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1596	YHR206W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1597	YJR116W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1598	YIL156W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1599	YOR085W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1600	YOR126C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1601	YKL056C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1602	YNL206C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1603	YKL022C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1604	YGR048W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1605	YGL087C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1606	YDR446W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1607	YLR452C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1608	YKL197C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1609	YHR101C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1610	YAR003W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1611	YDR165W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1612	YJL197W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1613	YGR054W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1614	YBR125C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1615	YPL096W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1616	YBR276C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1617	YHR193C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1618	YLR195C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1619	YDR101C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1620	YML117W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1621	YPL117C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1622	YPL071C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1623	YBR262C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1624	YGL155W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1625	YFR041C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1626	YFR016C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1627	YLR022C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1628	YDR470C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1629	YDR427W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1630	YOR229W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1631	YBR173C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1632	YML070W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1633	YDR315C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1634	YPL144W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1635	YLR007W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1636	YJL085W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1637	YER091C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1638	YKR071C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1639	YLR438C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1640	YGR082W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1641	YDR206W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1642	YGL033W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1643	YLR421C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1644	YLR262C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1645	YNL188W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1646	YGR268C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1647	YOR210W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1648	YJL127C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1649	YJL025W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1650	YOR261C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1651	YGR278W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1652	YHR081W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1653	YJL050W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1654	YNL083W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1655	YGL242C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1656	YCR077C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1657	YHR078W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1658	YFL044C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1659	YGR237C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1660	YLR191W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1661	YBR271W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1662	YKL142W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1663	YPR063C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1664	YOR370C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1665	YBR004C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1666	YER126C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
